,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
9184,58.0,4,1,6,0,0,2,1,6,1,312.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9185,35.0,7,2,5,1,0,0,1,6,4,314.0,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
9186,56.0,10,1,5,0,0,0,0,9,0,323.0,3,6,1,2,-3.4,92.379,-29.8,0.762,5017.5,1
9187,31.0,6,0,6,0,1,1,0,3,2,262.0,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
9188,37.0,9,1,6,0,2,0,0,1,1,15.0,11,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
9189,38.0,0,2,6,0,2,0,0,1,0,140.0,1,999,0,1,-2.9,92.201,-31.4,0.881,5076.2,0
9190,39.0,9,1,5,0,0,0,1,4,1,164.0,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
9191,27.0,5,2,2,0,0,0,0,3,2,121.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9192,27.0,0,2,3,0,2,0,1,3,2,14.0,23,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
9193,53.0,1,1,0,1,2,0,0,1,3,106.0,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
9194,31.0,1,0,2,0,2,0,0,6,3,160.0,2,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,0
9195,35.0,9,2,5,0,0,0,1,6,2,19.0,7,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
9196,44.0,11,0,7,0,0,0,0,0,3,189.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
9197,41.0,0,2,6,0,2,0,0,0,2,328.0,1,999,0,1,-1.8,93.075,-47.1,1.435,5099.1,0
9198,26.0,8,2,2,0,2,0,0,6,1,200.0,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,0
9199,39.0,1,2,5,1,0,0,1,6,4,480.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9200,38.0,9,2,5,0,0,0,0,9,2,430.0,4,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,1
9201,33.0,7,1,3,0,2,0,0,0,2,900.0,2,999,2,0,-1.8,93.075,-47.1,1.365,5099.1,1
9202,32.0,1,2,2,0,2,0,1,4,4,75.0,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
9203,46.0,9,1,5,0,2,2,0,7,0,484.0,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
9204,34.0,0,1,6,0,2,2,1,6,1,75.0,3,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
9205,29.0,0,2,3,0,2,0,0,3,0,268.0,2,6,1,2,-1.7,94.215,-40.3,0.861,4991.6,1
9206,29.0,9,2,3,0,2,0,0,1,1,201.0,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
9207,59.0,10,1,2,0,2,0,0,5,1,254.0,2,999,0,1,-1.8,93.369,-34.8,0.639,5008.7,1
9208,41.0,6,1,2,1,0,0,0,3,0,46.0,8,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
9209,29.0,7,1,2,0,2,2,0,7,2,142.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
9210,50.0,1,1,0,1,2,0,1,6,2,100.0,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
9211,33.0,1,2,0,0,0,0,0,6,3,209.0,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
9212,30.0,9,2,6,0,0,0,0,3,2,131.0,8,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
9213,31.0,9,1,5,0,2,0,0,7,0,95.0,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
9214,33.0,3,1,2,0,2,0,0,1,0,147.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
9215,26.0,1,2,2,0,0,0,0,6,2,134.0,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
9216,33.0,0,1,6,0,2,0,0,1,2,59.0,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
9217,34.0,9,2,6,0,2,0,0,7,2,354.0,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
9218,50.0,1,1,0,0,2,0,1,6,3,532.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
9219,55.0,1,1,0,1,2,0,1,6,3,109.0,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
9220,47.0,9,1,5,0,2,2,1,4,0,577.0,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
9221,35.0,9,0,5,0,2,0,0,6,0,394.0,1,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,0
9222,51.0,7,1,3,0,0,2,0,7,1,120.0,2,3,4,2,-1.1,94.767,-50.8,1.05,4963.6,0
9223,28.0,1,2,2,0,2,0,1,6,3,49.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
9224,49.0,1,1,0,0,2,0,0,6,0,87.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
9225,39.0,3,1,2,0,2,0,0,7,0,150.0,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
9226,55.0,5,0,5,0,2,0,1,4,4,69.0,4,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
9227,35.0,0,2,3,0,2,0,0,3,0,147.0,2,14,2,0,-2.9,92.469,-33.6,1.059,5076.2,0
9228,37.0,9,1,6,0,0,0,0,1,3,158.0,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
9229,24.0,7,2,3,0,0,0,1,6,4,111.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
9230,40.0,2,1,6,0,0,0,1,6,0,803.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
9231,64.0,5,1,6,0,0,0,0,0,0,173.0,2,999,0,1,-1.8,93.075,-47.1,1.4,5099.1,0
9232,30.0,0,1,6,0,2,0,1,6,0,238.0,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
9233,50.0,1,1,0,0,2,2,0,1,1,69.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
9234,56.0,7,1,2,1,0,0,1,6,4,300.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9235,51.0,3,1,2,0,2,0,0,3,3,681.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9236,36.0,0,1,6,0,2,2,1,4,0,170.0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
9237,41.0,2,1,1,0,0,0,1,3,3,275.0,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9238,70.0,0,0,6,0,0,0,0,5,1,83.0,4,999,0,1,-1.8,92.843,-50.0,1.56,5099.1,0
9239,40.0,3,0,3,0,2,0,0,6,4,136.0,3,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
9240,37.0,1,1,3,0,0,0,1,6,0,1236.0,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
9241,54.0,4,1,6,0,0,0,0,7,3,53.0,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
9242,48.0,1,1,2,0,0,0,0,6,0,44.0,9,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
9243,58.0,2,1,0,1,2,0,0,7,3,185.0,4,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9244,26.0,1,2,2,0,0,0,0,3,4,1139.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
9245,41.0,7,1,3,0,2,0,0,6,4,67.0,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
9246,32.0,0,1,6,0,0,0,0,1,1,218.0,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
9247,28.0,0,2,3,0,0,2,0,3,4,437.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9248,46.0,10,1,2,0,2,0,0,4,3,236.0,2,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,1
9249,30.0,4,2,6,0,2,0,1,6,3,312.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9250,44.0,1,0,1,1,0,2,1,3,1,122.0,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
9251,81.0,5,1,3,0,0,0,0,1,3,50.0,3,999,0,1,-2.9,92.201,-31.4,0.838,5076.2,0
9252,47.0,0,1,6,0,2,0,0,7,0,59.0,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
9253,45.0,0,0,6,0,2,0,0,7,0,164.0,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
9254,33.0,1,1,2,0,0,0,0,1,0,79.0,1,999,1,0,-2.9,92.201,-31.4,0.881,5076.2,1
9255,54.0,1,1,2,0,2,0,1,6,4,505.0,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
9256,53.0,1,1,2,0,2,0,0,3,3,56.0,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9257,36.0,1,1,2,0,0,2,0,7,3,160.0,3,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9258,42.0,1,1,2,1,2,0,0,6,3,315.0,6,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
9259,32.0,9,2,6,0,2,0,0,6,3,211.0,2,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
9260,57.0,9,2,5,0,2,0,1,4,2,451.0,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
9261,42.0,0,1,6,0,0,2,0,3,0,400.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9262,43.0,10,1,6,1,2,0,1,4,2,409.0,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
9263,82.0,5,1,6,0,2,2,0,8,3,63.0,1,999,1,0,-3.4,92.431,-26.9,0.744,5017.5,0
9264,50.0,1,1,5,1,2,0,0,6,2,51.0,1,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
9265,31.0,0,1,6,0,0,0,0,1,1,145.0,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
9266,54.0,1,1,7,0,0,0,0,1,1,143.0,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
9267,47.0,0,2,3,0,0,0,0,6,1,219.0,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
9268,55.0,1,2,2,1,0,2,0,3,3,194.0,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9269,37.0,1,1,2,1,2,2,1,6,0,376.0,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
9270,33.0,0,1,6,0,0,0,0,0,2,179.0,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
9271,50.0,2,1,6,0,0,0,0,6,3,549.0,1,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
9272,40.0,10,1,2,0,0,0,0,4,1,143.0,3,999,1,0,-2.9,92.963,-40.8,1.26,5076.2,0
9273,32.0,1,1,2,1,0,0,1,6,0,180.0,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
9274,32.0,7,1,3,0,0,0,1,4,0,298.0,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
9275,53.0,1,1,2,0,0,0,1,6,0,130.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
9276,46.0,6,1,2,1,2,0,0,1,3,159.0,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
9277,57.0,5,1,6,0,2,2,0,7,1,1132.0,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
9278,31.0,1,2,2,0,0,0,1,6,4,220.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
9279,31.0,0,2,6,0,2,0,1,8,0,118.0,1,999,0,1,-1.1,94.601,-49.5,0.972,4963.6,0
9280,28.0,0,2,3,0,0,2,0,3,0,63.0,12,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9281,34.0,9,1,5,0,2,0,0,3,2,11.0,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
9282,40.0,1,1,3,0,0,0,1,6,0,51.0,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
9283,34.0,9,1,5,0,2,2,1,6,1,207.0,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9284,21.0,7,2,5,0,2,2,0,4,2,787.0,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
9285,30.0,0,2,6,0,0,0,0,3,1,128.0,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
9286,55.0,9,1,3,0,2,2,0,0,3,376.0,3,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
9287,42.0,1,1,7,0,2,0,0,0,0,434.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
9288,58.0,0,1,6,0,2,0,0,3,3,275.0,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9289,47.0,1,2,0,1,2,0,1,4,0,44.0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
9290,36.0,0,0,3,0,2,0,0,7,4,862.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
9291,40.0,2,1,6,0,0,0,0,6,1,181.0,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
9292,30.0,0,2,2,0,0,0,1,7,2,26.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
9293,33.0,0,2,6,0,2,0,0,3,1,182.0,1,999,0,1,-1.7,94.215,-40.3,0.793,4991.6,0
9294,39.0,0,1,3,0,2,0,0,6,2,112.0,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
9295,39.0,0,1,6,0,2,2,0,7,3,175.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9296,36.0,2,1,2,0,0,0,0,6,1,257.0,2,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
9297,53.0,2,1,7,0,0,0,0,7,4,304.0,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
9298,54.0,2,1,5,0,2,2,0,7,3,134.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9299,31.0,0,2,6,0,2,0,0,1,4,194.0,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
9300,40.0,1,2,1,1,0,2,0,0,0,266.0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
9301,30.0,1,1,1,0,0,0,1,6,0,88.0,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
9302,36.0,9,2,5,0,0,2,0,1,0,66.0,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
9303,35.0,0,1,6,0,0,0,0,0,2,250.0,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
9304,27.0,4,2,6,0,2,2,0,0,1,21.0,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
9305,51.0,9,1,2,1,2,0,0,3,1,114.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9306,44.0,6,1,6,0,2,0,0,6,0,151.0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
9307,34.0,0,1,6,0,0,0,0,6,4,1576.0,1,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
9308,44.0,7,1,7,0,0,0,1,4,4,360.0,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
9309,51.0,3,1,0,0,2,0,1,3,2,179.0,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9310,31.0,1,2,2,0,2,0,0,7,3,65.0,1,4,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
9311,55.0,1,1,2,1,2,0,0,3,1,71.0,7,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9312,41.0,0,2,3,0,2,0,1,4,0,266.0,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
9313,43.0,0,1,2,0,0,0,0,3,0,72.0,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9314,29.0,1,1,0,0,2,0,0,6,4,140.0,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
9315,46.0,7,1,5,0,0,0,1,4,3,75.0,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
9316,40.0,4,1,2,1,1,1,1,6,3,427.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9317,54.0,2,1,2,0,2,2,0,0,0,52.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
9318,40.0,0,2,6,0,2,0,0,3,0,198.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9319,37.0,1,2,5,0,2,0,0,1,4,503.0,8,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
9320,47.0,0,1,6,1,0,0,1,4,2,49.0,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
9321,44.0,9,1,3,0,2,0,1,3,3,92.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9322,34.0,9,1,6,0,2,0,0,0,2,193.0,2,8,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
9323,53.0,7,1,3,1,2,0,1,4,1,381.0,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
9324,41.0,4,1,6,1,2,0,0,1,2,172.0,1,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
9325,27.0,8,1,6,0,0,0,0,4,3,59.0,1,999,1,0,-2.9,92.963,-40.8,1.262,5076.2,0
9326,57.0,0,2,6,1,0,0,1,3,0,80.0,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
9327,36.0,1,0,2,1,0,0,1,4,2,318.0,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
9328,55.0,9,0,6,1,0,0,1,6,2,216.0,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
9329,38.0,7,1,3,0,2,0,0,6,0,324.0,1,999,1,0,-1.8,92.893,-46.2,1.259,5099.1,1
9330,35.0,9,1,6,0,2,2,0,9,2,62.0,3,999,0,1,-3.4,92.379,-29.8,0.743,5017.5,0
9331,42.0,4,1,3,0,0,0,1,4,0,20.0,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
9332,29.0,1,1,5,0,0,0,1,6,4,34.0,8,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
9333,40.0,1,1,0,0,2,0,0,6,2,681.0,6,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
9334,51.0,9,0,5,0,2,0,0,0,0,314.0,1,999,1,0,-1.8,93.075,-47.1,1.479,5099.1,0
9335,33.0,0,2,3,0,2,0,0,6,4,162.0,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
9336,33.0,0,2,3,0,2,0,0,1,3,195.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
9337,31.0,0,0,3,0,0,0,1,6,3,271.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9338,34.0,10,2,6,0,0,0,1,6,4,115.0,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
9339,45.0,0,1,5,0,0,0,0,3,0,1106.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9340,47.0,4,0,6,0,0,0,1,6,1,89.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9341,66.0,5,1,0,0,2,0,0,0,4,253.0,2,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
9342,30.0,6,1,6,0,2,0,0,3,2,140.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9343,31.0,0,1,6,0,1,1,0,5,3,207.0,1,999,0,1,-1.8,93.369,-34.8,0.655,5008.7,1
9344,26.0,0,1,3,0,2,0,1,4,3,266.0,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
9345,34.0,1,1,1,0,2,0,1,6,1,1622.0,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,1
9346,29.0,9,1,5,0,2,0,0,1,1,80.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
9347,40.0,9,2,5,0,2,0,0,0,1,8.0,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
9348,36.0,0,0,6,0,2,0,0,1,3,112.0,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
9349,57.0,9,1,2,0,2,0,1,4,1,215.0,3,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
9350,30.0,4,2,6,0,2,0,1,6,4,83.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
9351,44.0,1,0,1,1,0,0,0,3,0,580.0,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
9352,30.0,0,1,7,0,2,2,1,4,1,76.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
9353,31.0,1,1,2,0,2,0,1,4,1,94.0,4,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
9354,51.0,9,1,5,0,2,0,0,1,1,72.0,2,999,1,0,-2.9,92.201,-31.4,0.821,5076.2,0
9355,32.0,0,2,6,0,1,1,0,6,3,129.0,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
9356,42.0,9,1,2,0,0,0,0,3,3,723.0,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
9357,46.0,1,1,2,0,0,2,0,1,1,268.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
9358,35.0,7,1,1,1,2,0,0,6,3,136.0,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
9359,35.0,7,1,1,0,0,0,1,6,1,70.0,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9360,53.0,6,1,0,1,2,0,0,6,1,62.0,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
9361,48.0,7,1,3,0,2,0,0,1,4,703.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
9362,40.0,1,0,7,0,2,0,0,3,3,160.0,6,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9363,57.0,2,1,6,0,2,0,1,6,3,290.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9364,26.0,8,2,3,0,0,0,0,5,4,236.0,2,999,0,1,-1.8,92.843,-50.0,1.602,5099.1,0
9365,52.0,3,1,3,1,2,0,0,3,4,41.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9366,51.0,6,1,6,1,0,0,0,7,0,46.0,4,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
9367,59.0,4,1,0,0,0,0,0,6,1,455.0,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
9368,37.0,2,1,6,0,2,0,0,6,1,79.0,5,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
9369,49.0,3,1,0,1,0,0,1,6,4,328.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9370,34.0,2,2,5,0,0,0,1,6,3,290.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9371,42.0,4,1,2,0,2,0,1,4,3,116.0,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
9372,32.0,1,1,2,0,0,0,1,6,3,59.0,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9373,40.0,0,1,3,1,0,0,1,4,3,675.0,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
9374,54.0,5,2,0,1,0,0,1,4,4,68.0,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
9375,23.0,4,2,6,0,0,0,0,3,2,1584.0,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
9376,42.0,0,1,6,0,0,0,0,3,0,147.0,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
9377,56.0,5,0,6,0,2,0,0,7,3,972.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9378,27.0,9,2,5,0,2,0,0,6,4,102.0,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
9379,48.0,9,0,5,0,2,2,0,7,3,86.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9380,56.0,0,1,0,0,2,0,0,7,0,382.0,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
9381,31.0,1,2,3,0,0,2,1,6,3,209.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9382,39.0,7,2,3,0,2,0,0,3,2,91.0,5,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
9383,43.0,0,2,6,0,2,0,0,7,0,163.0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
9384,48.0,0,1,3,1,2,0,0,3,2,273.0,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9385,36.0,1,0,2,0,2,0,0,6,4,155.0,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
9386,25.0,3,1,2,0,2,0,1,6,0,263.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9387,28.0,8,1,6,1,2,0,1,0,0,98.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
9388,29.0,0,1,3,0,2,0,0,9,2,147.0,3,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,0
9389,46.0,7,1,3,1,2,0,0,1,2,65.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
9390,47.0,1,2,7,1,2,0,0,3,3,78.0,10,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9391,30.0,4,2,6,0,2,0,1,4,4,66.0,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
9392,38.0,3,1,3,0,2,0,0,3,4,335.0,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9393,33.0,0,2,3,0,0,0,0,6,4,341.0,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
9394,51.0,4,1,3,1,0,0,0,1,4,158.0,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
9395,23.0,0,2,3,0,2,0,0,6,2,638.0,1,6,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
9396,26.0,8,2,3,0,0,0,1,6,4,852.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
9397,48.0,11,1,1,0,0,0,0,3,4,884.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9398,36.0,9,1,7,1,2,0,0,3,1,81.0,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
9399,42.0,4,0,3,0,0,0,0,6,0,13.0,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
9400,36.0,1,1,3,0,0,0,0,3,4,238.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
9401,26.0,2,1,0,1,0,0,0,3,3,510.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
9402,58.0,5,0,6,0,2,0,1,6,4,314.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9403,33.0,9,1,5,0,2,2,0,1,2,168.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
9404,25.0,0,2,3,0,0,0,1,6,0,128.0,8,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
9405,53.0,0,0,6,0,2,0,0,7,3,69.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
9406,27.0,4,2,5,0,2,0,0,7,3,325.0,1,3,1,2,-3.4,92.649,-30.1,0.716,5017.5,1
9407,52.0,9,0,6,0,0,0,0,7,1,215.0,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
9408,60.0,5,0,0,0,0,0,0,4,1,111.0,5,999,0,1,-2.9,92.963,-40.8,1.215,5076.2,0
9409,56.0,1,1,0,0,0,0,1,4,0,11.0,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
